city,state,median_age,male_population,female_population,total_population,state_code
Sunrise,Florida,37.7,41471.0,51235.0,92706,FL
Jackson,Tennessee,35.3,30007.0,36973.0,66980,TN
Rockville,Maryland,38.1,31205.0,35793.0,66998,MD
Houston,Texas,32.6,1149686.0,1148942.0,2298628,TX
Killeen,Texas,29.2,69442.0,71367.0,140809,TX
Vancouver,Washington,37.2,82958.0,89895.0,172853,WA
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,AZ
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,RI
Carrollton,Texas,36.9,66928.0,66218.0,133146,TX
Carrollton,Texas,36.9,66928.0,66218.0,133146,TX
Bakersfield,California,30.6,182154.0,191473.0,373627,CA
Irvine,California,34.6,125411.0,131516.0,256927,CA
Laguna Niguel,California,45.8,30193.0,35619.0,65812,CA
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,MD
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,TN
Tempe,Arizona,28.8,91350.0,84476.0,175826,AZ
Clovis,California,37.8,52392.0,51780.0,104172,CA
Kansas City,Kansas,33.4,74606.0,76655.0,151261,KS
Gilbert,Arizona,33.2,116711.0,130812.0,247523,AZ
Boston,Massachusetts,31.8,322149.0,347320.0,669469,MA
New York,New York,36.0,4081698.0,4468707.0,8550405,NY
New York,New York,36.0,4081698.0,4468707.0,8550405,NY
Fargo,North Dakota,30.7,60560.0,58690.0,119250,ND
West Valley City,Utah,30.7,68235.0,67989.0,136224,UT
Simi Valley,California,39.0,63243.0,63523.0,126766,CA
Simi Valley,California,39.0,63243.0,63523.0,126766,CA
Wilmington,Delaware,36.4,32680.0,39277.0,71957,DE
Riverview,Florida,32.2,44210.0,45536.0,89746,FL
Reno,Nevada,35.7,122292.0,119151.0,241443,NV
Midland,Texas,32.1,66595.0,66355.0,132950,TX
Roswell,Georgia,38.8,48637.0,45859.0,94496,GA
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,MO
Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,MI
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,VA
Mobile,Alabama,38.0,91275.0,103030.0,194305,AL
Mobile,Alabama,38.0,91275.0,103030.0,194305,AL
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,NC
Kansas City,Missouri,35.9,228430.0,246931.0,475361,MO
Irving,Texas,32.3,117189.0,119428.0,236617,TX
Lansing,Michigan,31.4,54333.0,59777.0,114110,MI
Elgin,Illinois,35.7,54852.0,56224.0,111076,IL
Allen,Texas,37.2,51324.0,46814.0,98138,TX
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,LA
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,SC
Kendall,Florida,40.2,36658.0,39808.0,76466,FL
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,GA
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,OK
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,MI
Buffalo,New York,33.1,124537.0,133529.0,258066,NY
Livonia,Michigan,47.4,45369.0,49264.0,94633,MI
San Leandro,California,41.8,43032.0,47679.0,90711,CA
Oceanside,California,39.4,87482.0,88232.0,175714,CA
Fresno,California,30.0,256130.0,263942.0,520072,CA
Glendale,Arizona,34.4,116795.0,123319.0,240114,AZ
Roanoke,Virginia,36.9,47252.0,52645.0,99897,VA
Springdale,Arkansas,31.8,36840.0,43614.0,80454,AR
Joliet,Illinois,33.1,70863.0,79162.0,150025,IL
Layton,Utah,29.5,37748.0,36394.0,74142,UT
Menifee,California,37.1,42866.0,44297.0,87163,CA
Pomona,California,32.1,74945.0,78307.0,153252,CA
Anaheim,California,33.6,179603.0,171135.0,350738,CA
Portland,Oregon,36.7,313516.0,318671.0,632187,OR
Portland,Maine,40.3,31480.0,35392.0,66872,ME
Camarillo,California,40.8,31941.0,35682.0,67623,CA
Murrieta,California,35.3,49363.0,60453.0,109816,CA
Fremont,California,38.3,114383.0,117808.0,232191,CA
Lansing,Michigan,31.4,54333.0,59777.0,114110,MI
Amarillo,Texas,33.8,99391.0,100260.0,199651,TX
Pharr,Texas,26.9,35242.0,41293.0,76535,TX
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,WI
Whittier,California,36.1,44397.0,43039.0,87436,CA
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,WA
Syracuse,New York,30.3,69462.0,74690.0,144152,NY
San Buenaventura,California,37.7,53932.0,55785.0,109717,CA
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,GA
Westland,Michigan,39.9,37742.0,44253.0,81995,MI
San Leandro,California,41.8,43032.0,47679.0,90711,CA
Oceanside,California,39.4,87482.0,88232.0,175714,CA
Vallejo,California,37.8,58379.0,62890.0,121269,CA
Albany,Georgia,33.3,31695.0,39414.0,71109,GA
Hialeah,Florida,43.0,111530.0,125552.0,237082,FL
Bay,Texas,32.9,37977.0,37508.0,75485,TX
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,PA
Boise,Idaho,34.9,110099.0,108181.0,218280,ID
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,TN
Bellflower,California,33.4,38936.0,39498.0,78434,CA
Thousand Oaks,California,44.8,65113.0,64216.0,129329,CA
Thousand Oaks,California,44.8,65113.0,64216.0,129329,CA
Garland,Texas,34.5,116406.0,120430.0,236836,TX
Layton,Utah,29.5,37748.0,36394.0,74142,UT
Rialto,California,31.6,49902.0,53235.0,103137,CA
Pomona,California,32.1,74945.0,78307.0,153252,CA
Bloomington,Illinois,35.1,37972.0,40323.0,78295,IL
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,GA
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,MN
Arlington,Virginia,34.4,113981.0,115183.0,229164,VA
San Francisco,California,38.3,439752.0,425064.0,864816,CA
College Station,Texas,22.9,54125.0,53774.0,107899,TX
Lewisville,Texas,31.6,52776.0,52032.0,104808,TX
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,MA
Lafayette,Indiana,33.5,34313.0,36857.0,71170,IN
Lafayette,Indiana,33.5,34313.0,36857.0,71170,IN
Rochester,Minnesota,35.0,54934.0,57282.0,112216,MN
Canton,Ohio,33.4,34476.0,37419.0,71895,OH
Orange,California,35.0,67337.0,73658.0,140995,CA
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,MA
Washington,District of Columbia,33.8,319705.0,352523.0,672228,DC
Newark,New Jersey,34.6,138040.0,143873.0,281913,NJ
Peoria,Illinois,33.1,56229.0,62432.0,118661,IL
San Jose,California,36.5,518317.0,508602.0,1026919,CA
Longmont,Colorado,36.8,43941.0,48280.0,92221,CO
Muncie,Indiana,27.4,32446.0,37255.0,69701,IN
Mission Viejo,California,44.9,48849.0,48314.0,97163,CA
Garden Grove,California,37.8,86779.0,88605.0,175384,CA
Modesto,California,35.2,104852.0,106405.0,211257,CA
Laredo,Texas,28.8,124305.0,131484.0,255789,TX
Guaynabo,Puerto Rico,42.2,33066.0,37426.0,70492,PR
Apple Valley,California,34.3,32873.0,39312.0,72185,CA
Livermore,California,36.7,41522.0,46595.0,88117,CA
Berkeley,California,32.5,60142.0,60829.0,120971,CA
Rockford,Illinois,36.3,71076.0,78270.0,149346,IL
Santa Clara,California,35.2,63278.0,62938.0,126216,CA
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,TN
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,PA
Caguas,Puerto Rico,40.4,34743.0,42265.0,77008,PR
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,AR
Roseville,California,38.4,62591.0,67691.0,130282,CA
Union City,California,38.5,38599.0,35911.0,74510,CA
Metairie,Louisiana,41.6,69515.0,76943.0,146458,LA
Frederick,Maryland,36.1,33146.0,36336.0,69482,MD
Brownsville,Texas,30.6,87689.0,96199.0,183888,TX
Rancho Cordova,California,33.8,34844.0,36182.0,71026,CA
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,FL
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,FL
Paterson,New Jersey,34.0,70640.0,77117.0,147757,NJ
Ogden,Utah,31.3,44323.0,41127.0,85450,UT
German,Maryland,34.9,41115.0,43007.0,84122,MD
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,NC
Palo Alto,California,40.2,31451.0,35397.0,66848,CA
Clovis,California,37.8,52392.0,51780.0,104172,CA
Clovis,California,37.8,52392.0,51780.0,104172,CA
Kansas City,Kansas,33.4,74606.0,76655.0,151261,KS
Waukegan,Illinois,32.3,45514.0,42833.0,88347,IL
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,MN
Seattle,Washington,35.5,345659.0,338784.0,684443,WA
Mountain View,California,33.5,42493.0,37945.0,80438,CA
Hayward,California,34.3,78152.0,80148.0,158300,CA
Bk,California,37.0,50405.0,54909.0,105314,CA
Mesa,Arizona,36.9,234998.0,236835.0,471833,AZ
Fargo,North Dakota,30.7,60560.0,58690.0,119250,ND
South Bend,Indiana,32.4,50483.0,53274.0,103757,IN
Lakewood,California,39.9,41523.0,40069.0,81592,CA
Pittsburg,California,34.5,33309.0,36118.0,69427,CA
Mesquite,Texas,34.6,69240.0,75884.0,145124,TX
Birmingham,Alabama,35.6,102122.0,112789.0,214911,AL
Boca Raton,Florida,47.3,44760.0,48466.0,93226,FL
Tacoma,Washington,37.7,100914.0,107036.0,207950,WA
Palm Bay,Florida,40.7,51767.0,56128.0,107895,FL
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,MA
Poinciana,Florida,34.2,38142.0,35801.0,73943,FL
Weston,Florida,38.6,32956.0,36991.0,69947,FL
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,SD
Plano,Texas,38.1,138565.0,145054.0,283619,TX
Tyler,Texas,33.9,50422.0,53283.0,103705,TX
League City,Texas,35.9,49354.0,48996.0,98350,TX
Lawrence,Kansas,27.4,45592.0,48324.0,93916,KS
Lawrence,Kansas,27.4,45592.0,48324.0,93916,KS
Denton,Texas,28.7,62478.0,68569.0,131047,TX
Denton,Texas,28.7,62478.0,68569.0,131047,TX
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,LA
Long Beach,California,34.6,238159.0,236013.0,474172,CA
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,MA
Miami Beach,Florida,42.5,48090.0,44221.0,92311,FL
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,MA
Baldwin Park,California,35.8,38747.0,38309.0,77056,CA
San Jose,California,36.5,518317.0,508602.0,1026919,CA
Pasco,Washington,28.6,35298.0,32799.0,68097,WA
Mission Viejo,California,44.9,48849.0,48314.0,97163,CA
Modesto,California,35.2,104852.0,106405.0,211257,CA
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,MN
The Woodlands,Texas,38.8,56083.0,63061.0,119144,TX
Guaynabo,Puerto Rico,42.2,33066.0,37426.0,70492,PR
Livermore,California,36.7,41522.0,46595.0,88117,CA
Milpitas,California,36.8,40098.0,37519.0,77617,CA
Memphis,Tennessee,34.1,312237.0,343523.0,655760,TN
Providence,Rhode Island,29.9,89090.0,90114.0,179204,RI
Providence,Rhode Island,29.9,89090.0,90114.0,179204,RI
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,FL
Beaverton,Oregon,35.6,47325.0,49252.0,96577,OR
Conroe,Texas,31.5,34907.0,33685.0,68592,TX
South Jordan,Utah,33.8,33669.0,32970.0,66639,UT
Decatur,Illinois,40.4,34646.0,38210.0,72856,IL
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,KY
Ontario,California,31.0,85059.0,86141.0,171200,CA
Oxnard,California,31.0,101906.0,105346.0,207252,CA
Columbus,Georgia,33.7,98785.0,101794.0,200579,GA
New Orleans,Louisiana,35.9,185736.0,203881.0,389617,LA
Kansas City,Kansas,33.4,74606.0,76655.0,151261,KS
Kansas City,Kansas,33.4,74606.0,76655.0,151261,KS
Torrance,California,41.2,73209.0,75259.0,148468,CA
Midland,Texas,32.1,66595.0,66355.0,132950,TX
Alexandria,Virginia,36.6,74989.0,78522.0,153511,VA
Topeka,Kansas,37.1,60879.0,66378.0,127257,KS
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,MO
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,MO
Warren,Michigan,43.2,64063.0,71293.0,135356,MI
Durham,North Carolina,33.2,121153.0,136445.0,257598,NC
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,TX
Trenton,New Jersey,33.3,42581.0,41650.0,84231,NJ
Tyler,Texas,33.9,50422.0,53283.0,103705,TX
League City,Texas,35.9,49354.0,48996.0,98350,TX
Compton,California,30.1,49264.0,49184.0,98448,CA
Pleasanton,California,41.3,36662.0,42857.0,79519,CA
Davenport,Iowa,35.2,50123.0,52454.0,102577,IA
Flower Mound,Texas,40.2,35200.0,35824.0,71024,TX
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,VA
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,AZ
East Orange,New Jersey,35.5,29995.0,34967.0,64962,NJ
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,FL
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,ND
Killeen,Texas,29.2,69442.0,71367.0,140809,TX
Killeen,Texas,29.2,69442.0,71367.0,140809,TX
Daly City,California,39.7,53817.0,52757.0,106574,CA
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,CT
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,MD
Southfield,Michigan,41.6,31369.0,41808.0,73177,MI
Southfield,Michigan,41.6,31369.0,41808.0,73177,MI
San Antonio,Texas,33.1,721405.0,748419.0,1469824,TX
Orem,Utah,26.1,48695.0,45762.0,94457,UT
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,MA
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,MA
Odessa,Texas,31.2,61119.0,57861.0,118980,TX
Pine Hills,Florida,29.2,35344.0,40737.0,76081,FL
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,NC
Allen,Texas,37.2,51324.0,46814.0,98138,TX
Henderson,Nevada,42.5,139412.0,146246.0,285658,NV
Arvada,Colorado,41.0,54870.0,60165.0,115035,CO
Arvada,Colorado,41.0,54870.0,60165.0,115035,CO
Buffalo,New York,33.1,124537.0,133529.0,258066,NY
San Leandro,California,41.8,43032.0,47679.0,90711,CA
Carlsbad,California,42.1,55119.0,58347.0,113466,CA
Jackson,Mississippi,31.7,79039.0,91772.0,170811,MS
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,AZ
Clifton,New Jersey,38.5,41932.0,44409.0,86341,NJ
San Angelo,Texas,32.8,49669.0,50744.0,100413,TX
Parma,Ohio,40.8,38425.0,41518.0,79943,OH
Broomfield,Colorado,36.8,31755.0,33310.0,65065,CO
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,MA
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,NM
Brentwood,New York,34.2,31395.0,32397.0,63792,NY
Hemet,California,36.8,38622.0,45251.0,83873,CA
Portland,Oregon,36.7,313516.0,318671.0,632187,OR
Concord,North Carolina,35.7,42732.0,44961.0,87693,NC
Missoula,Montana,34.7,35002.0,36022.0,71024,MT
Abilene,Texas,31.3,65212.0,60664.0,125876,TX
Florence-Graham,California,30.2,34186.0,32173.0,66359,CA
Sunnyvale,California,35.7,79480.0,72280.0,151760,CA
Missoula,Montana,34.7,35002.0,36022.0,71024,MT
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,RI
Spokane,Washington,36.6,102756.0,110511.0,213267,WA
Rockville,Maryland,38.1,31205.0,35793.0,66998,MD
Austin,Texas,32.7,475718.0,456122.0,931840,TX
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,CT
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,MD
Eagan,Minnesota,36.8,31587.0,34701.0,66288,MN
Nashville,Tennessee,34.1,314231.0,340365.0,654596,TN
Nashville,Tennessee,34.1,314231.0,340365.0,654596,TN
Renton,Washington,36.3,52779.0,47468.0,100247,WA
Norman,Oklahoma,30.9,59483.0,60814.0,120297,OK
Duluth,Minnesota,34.7,41271.0,44855.0,86126,MN
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,MD
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,TN
Fishers,Indiana,34.5,42161.0,43910.0,86071,IN
Mayagüez,Puerto Rico,38.1,30799.0,35782.0,66581,PR
Broomfield,Colorado,36.8,31755.0,33310.0,65065,CO
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,MA
Brentwood,New York,34.2,31395.0,32397.0,63792,NY
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,OK
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,SC
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,MI
Dayton,Ohio,32.8,66631.0,73966.0,140597,OH
Norwalk,California,35.0,53125.0,54020.0,107145,CA
Norwalk,California,35.0,53125.0,54020.0,107145,CA
San Francisco,California,38.3,439752.0,425064.0,864816,CA
Fort Worth,Texas,32.6,414126.0,422843.0,836969,TX
Auburn,Washington,37.1,36837.0,39743.0,76580,WA
Auburn,Washington,37.1,36837.0,39743.0,76580,WA
Camarillo,California,40.8,31941.0,35682.0,67623,CA
Peoria,Arizona,36.9,80139.0,91103.0,171242,AZ
Murrieta,California,35.3,49363.0,60453.0,109816,CA
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,MA
New Rochelle,New York,40.6,38871.0,40967.0,79838,NY
Poinciana,Florida,34.2,38142.0,35801.0,73943,FL
Poinciana,Florida,34.2,38142.0,35801.0,73943,FL
Cicero,Illinois,28.5,43153.0,40714.0,83867,IL
Olathe,Kansas,33.0,65046.0,69270.0,134316,KS
San Diego,California,34.5,693826.0,701081.0,1394907,CA
Clearwater,Florida,47.0,55225.0,57754.0,112979,FL
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,MI
Hemet,California,36.8,38622.0,45251.0,83873,CA
Kenner,Louisiana,36.9,33993.0,33113.0,67106,LA
Arlington,Virginia,34.4,113981.0,115183.0,229164,VA
San Marcos,California,35.4,45246.0,47688.0,92934,CA
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,MD
Franklin,Tennessee,38.3,34991.0,37644.0,72635,TN
College Station,Texas,22.9,54125.0,53774.0,107899,TX
Lewisville,Texas,31.6,52776.0,52032.0,104808,TX
Bellevue,Washington,37.4,70763.0,69051.0,139814,WA
Warren,Michigan,43.2,64063.0,71293.0,135356,MI
Palm Bay,Florida,40.7,51767.0,56128.0,107895,FL
Vista,California,29.3,50680.0,50204.0,100884,CA
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,NC
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,MI
Arlington,Virginia,34.4,113981.0,115183.0,229164,VA
Yakima,Washington,34.0,45147.0,48553.0,93700,WA
Sugar Land,Texas,42.1,43889.0,44240.0,88129,TX
Glendale,California,42.1,98181.0,102844.0,201025,CA
Palmdale,California,32.6,76361.0,81989.0,158350,CA
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,MD
Norwalk,California,35.0,53125.0,54020.0,107145,CA
Portland,Oregon,36.7,313516.0,318671.0,632187,OR
Portland,Maine,40.3,31480.0,35392.0,66872,ME
Portland,Maine,40.3,31480.0,35392.0,66872,ME
Franklin,Tennessee,38.3,34991.0,37644.0,72635,TN
Missoula,Montana,34.7,35002.0,36022.0,71024,MT
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,WI
Santa Ana,California,30.8,167503.0,167920.0,335423,CA
Newton,Massachusetts,42.3,41985.0,46824.0,88809,MA
Carmel,Indiana,39.9,42928.0,46101.0,89029,IN
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,MN
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,MN
Anaheim,California,33.6,179603.0,171135.0,350738,CA
San Francisco,California,38.3,439752.0,425064.0,864816,CA
Franklin,Tennessee,38.3,34991.0,37644.0,72635,TN
Fort Worth,Texas,32.6,414126.0,422843.0,836969,TX
Sunnyvale,California,35.7,79480.0,72280.0,151760,CA
Missoula,Montana,34.7,35002.0,36022.0,71024,MT
Santa Barbara,California,37.8,45068.0,46784.0,91852,CA
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,IN
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,KY
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,FL
Santa Ana,California,30.8,167503.0,167920.0,335423,CA
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,MA
Sacramento,California,33.7,237724.0,252991.0,490715,CA
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,FL
San Angelo,Texas,32.8,49669.0,50744.0,100413,TX
Aurora,Colorado,34.2,177899.0,180971.0,358870,CO
Roanoke,Virginia,36.9,47252.0,52645.0,99897,VA
Broomfield,Colorado,36.8,31755.0,33310.0,65065,CO
Garland,Texas,34.5,116406.0,120430.0,236836,TX
Anchorage,Alaska,32.2,152945.0,145750.0,298695,AK
Pomona,California,32.1,74945.0,78307.0,153252,CA
Newton,Massachusetts,42.3,41985.0,46824.0,88809,MA
Bloomington,Minnesota,40.9,43318.0,43118.0,86436,MN
Corona,California,37.1,79749.0,84493.0,164242,CA
Carson,California,40.4,43790.0,49506.0,93296,CA
San Marcos,California,35.4,45246.0,47688.0,92934,CA
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,MD
Portland,Oregon,36.7,313516.0,318671.0,632187,OR
Indio,California,35.9,43803.0,43723.0,87526,CA
Lewisville,Texas,31.6,52776.0,52032.0,104808,TX
Auburn,Washington,37.1,36837.0,39743.0,76580,WA
Camarillo,California,40.8,31941.0,35682.0,67623,CA
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,MA
Sunnyvale,California,35.7,79480.0,72280.0,151760,CA
San Francisco,California,38.3,439752.0,425064.0,864816,CA
Murrieta,California,35.3,49363.0,60453.0,109816,CA
Lafayette,Indiana,33.5,34313.0,36857.0,71170,IN
Passaic,New Jersey,30.4,36505.0,34577.0,71082,NJ
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,SC
Anchorage,Alaska,32.2,152945.0,145750.0,298695,AK
Riverside,California,31.4,160613.0,161810.0,322423,CA
Menifee,California,37.1,42866.0,44297.0,87163,CA
Aurora,Illinois,31.7,101964.0,101751.0,203715,IL
Carson,California,40.4,43790.0,49506.0,93296,CA
Palmdale,California,32.6,76361.0,81989.0,158350,CA
Palmdale,California,32.6,76361.0,81989.0,158350,CA
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,MD
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,MI
Missoula,Montana,34.7,35002.0,36022.0,71024,MT
Bend,Oregon,37.3,42294.0,44723.0,87017,OR
Palm Coast,Florida,48.8,39489.0,42632.0,82121,FL
Pasadena,California,37.6,67712.0,74534.0,142246,CA
Pasadena,California,37.6,67712.0,74534.0,142246,CA
Naperville,Illinois,38.5,71365.0,75794.0,147159,IL
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,AZ
Yuma,Arizona,33.4,48298.0,45847.0,94145,AZ
Bay,Texas,32.9,37977.0,37508.0,75485,TX
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,PA
Aurora,Colorado,34.2,177899.0,180971.0,358870,CO
Redlands,California,36.2,33993.0,37035.0,71028,CA
Alhambra,California,41.0,42184.0,43388.0,85572,CA
Alhambra,California,41.0,42184.0,43388.0,85572,CA
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,NM
Wyoming,Michigan,32.8,35967.0,39310.0,75277,MI
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,PA
Rialto,California,31.6,49902.0,53235.0,103137,CA
Tallahassee,Florida,26.2,89390.0,100504.0,189894,FL
Hemet,California,36.8,38622.0,45251.0,83873,CA
Aurora,Illinois,31.7,101964.0,101751.0,203715,IL
Carmel,Indiana,39.9,42928.0,46101.0,89029,IN
Glendale,California,42.1,98181.0,102844.0,201025,CA
Des Moines,Iowa,34.5,103726.0,106591.0,210317,IA
College Station,Texas,22.9,54125.0,53774.0,107899,TX
Peoria,Arizona,36.9,80139.0,91103.0,171242,AZ
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,NC
Lafayette,Indiana,33.5,34313.0,36857.0,71170,IN
Abilene,Texas,31.3,65212.0,60664.0,125876,TX
Gulfport,Mississippi,35.1,33108.0,38764.0,71872,MS
Davis,California,26.3,33493.0,34163.0,67656,CA
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,CA
Mount Vernon,New York,38.5,31876.0,36745.0,68621,NY
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,VA
Stockton,California,32.5,150976.0,154674.0,305650,CA
Southfield,Michigan,41.6,31369.0,41808.0,73177,MI
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,IN
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,MA
Coral Springs,Florida,37.2,63316.0,66186.0,129502,FL
